cms_prescription_counts,provider_variables,npi
{'AMOXICILLIN': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 11, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1144394404
"{'CEPHALEXIN': 17, 'AMOXICILLIN': 42, 'PENICILLIN V POTASSIUM': 32}","{'settlement_type': 'non-urban', 'generic_rx_count': 91, 'specialty': 'General Practice', 'years_practicing': 8, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1164420584
"{'CLONAZEPAM': 13, 'MIDODRINE HCL': 15, 'PROCRIT': 47, 'BENAZEPRIL HCL': 23, 'INSULIN SYRINGE': 12, 'METOLAZONE': 61, 'SENSIPAR': 215, 'LANTUS SOLOSTAR': 15, 'ESCITALOPRAM OXALATE': 12, 'HYDROCODONE-ACETAMINOPHEN': 40, 'HYDROCHLOROTHIAZIDE': 19, 'PREDNISONE': 61, 'ROPINIROLE HCL': 26, 'MEGESTROL ACETATE': 23, 'MINOXIDIL': 24, 'ACYCLOVIR': 11, 'ATENOLOL': 32, 'LACTULOSE': 13, 'FOSRENOL': 43, 'GLIPIZIDE': 11, 'OMEPRAZOLE': 79, 'LYRICA': 19, 'AMLODIPINE BESYLATE': 179, 'FAMOTIDINE': 35, 'CARVEDILOL': 77, 'LOSARTAN POTASSIUM': 59, 'NIFEDICAL XL': 14, 'NIFEDIPINE ER': 106, 'RAMIPRIL': 11, 'LEVOTHYROXINE SODIUM': 14, 'POTASSIUM CHLORIDE': 31, 'FUROSEMIDE': 116, 'TRAMADOL HCL': 19, 'ONDANSETRON HCL': 15, 'RENAGEL': 15, 'LANTUS': 18, 'LISINOPRIL': 151, 'PANTOPRAZOLE SODIUM': 62, 'CALCIUM ACETATE': 178, 'GENTAMICIN SULFATE': 15, 'DILTIAZEM 24HR CD': 24, 'PROCHLORPERAZINE MALEATE': 11, 'PRAMIPEXOLE DIHYDROCHLORIDE': 17, 'METOPROLOL SUCCINATE': 40, 'CALCITRIOL': 27, 'ATORVASTATIN CALCIUM': 18, 'TAMSULOSIN HCL': 24, 'VERAPAMIL ER': 11, 'DIOVAN': 36, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 19, 'METOPROLOL TARTRATE': 60, 'ZOLPIDEM TARTRATE': 52, 'CLONIDINE HCL': 53, 'TEMAZEPAM': 24, 'ISOSORBIDE MONONITRATE ER': 12, 'ALLOPURINOL': 163, 'CLOPIDOGREL': 18, 'RENVELA': 195, 'GABAPENTIN': 60, 'CIPROFLOXACIN HCL': 12, 'SIMVASTATIN': 50, 'POLYETHYLENE GLYCOL 3350': 11, 'ALPRAZOLAM': 30}","{'settlement_type': 'non-urban', 'generic_rx_count': 2267, 'specialty': 'Nephrology', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 629}",1467499145
"{'AMOXICILLIN': 13, 'HYDROCODONE-ACETAMINOPHEN': 19}","{'settlement_type': 'urban', 'generic_rx_count': 32, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1922060003
"{'AMOXICILLIN': 45, 'HYDROCODONE-ACETAMINOPHEN': 95, 'CLINDAMYCIN HCL': 14}","{'settlement_type': 'non-urban', 'generic_rx_count': 154, 'specialty': 'Oral and Maxillofacial Surgery', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1609883222
"{'DILTIAZEM 24HR ER': 16, 'HYDRALAZINE HCL': 84, 'WARFARIN SODIUM': 94, 'ISOSORBIDE DINITRATE': 18, 'HYDROCODONE-ACETAMINOPHEN': 11, 'HYDROCHLOROTHIAZIDE': 131, 'FENOFIBRATE': 30, 'TEKTURNA': 22, 'NADOLOL': 12, 'DIOVAN': 38, 'CRESTOR': 30, 'NEXIUM': 22, 'AMLODIPINE BESYLATE': 251, 'ATORVASTATIN CALCIUM': 72, 'LOSARTAN POTASSIUM': 46, 'NIFEDIPINE ER': 11, 'POTASSIUM CHLORIDE': 76, 'FUROSEMIDE': 204, 'RANEXA': 27, 'METOPROLOL SUCCINATE': 62, 'SPIRONOLACTONE': 12, 'NITROSTAT': 32, 'LISINOPRIL': 380, 'SIMVASTATIN': 176, 'EFFIENT': 40, 'DILTIAZEM 24HR CD': 26, 'XARELTO': 27, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 44, 'METOPROLOL TARTRATE': 244, 'ZOLPIDEM TARTRATE': 31, 'CARVEDILOL': 116, 'BYSTOLIC': 13, 'ISOSORBIDE MONONITRATE ER': 221, 'AMIODARONE HCL': 26, 'CLOPIDOGREL': 271, 'VYTORIN': 12, 'LOVASTATIN': 18, 'DIGOX': 61, 'ATENOLOL': 24, 'PRAVASTATIN SODIUM': 105, 'PROPRANOLOL HCL': 16, 'DIGOXIN': 63, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 18, 'BENICAR': 11}","{'settlement_type': 'urban', 'generic_rx_count': 2909, 'specialty': 'Cardiovascular Disease', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 335}",1629292883
"{'HYDROXYUREA': 12, 'ACYCLOVIR': 34, 'GLEEVEC': 31, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 11, 'WARFARIN SODIUM': 14}","{'settlement_type': 'non-urban', 'generic_rx_count': 71, 'specialty': 'Hematology & Oncology', 'years_practicing': 6, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 31}",1356522460
"{'PEG-3350 AND ELECTROLYTES': 131, 'CHOLESTYRAMINE': 43, 'OMEPRAZOLE': 130, 'PANTOPRAZOLE SODIUM': 26, 'NEXIUM': 23, 'FUROSEMIDE': 13, 'SPIRONOLACTONE': 20, 'ACIPHEX': 11, 'GAVILYTE-G': 66, 'SUCRALFATE': 19, 'PROPRANOLOL HCL': 22}","{'settlement_type': 'non-urban', 'generic_rx_count': 404, 'specialty': 'Gastroenterology', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 100}",1083636641
"{'AMOXICILLIN': 15, 'IBUPROFEN': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 30, 'specialty': 'General Practice', 'years_practicing': 5, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1962671495
"{'ATENOLOL': 15, 'OMEPRAZOLE': 13, 'SIMVASTATIN': 16}","{'settlement_type': 'urban', 'generic_rx_count': 44, 'specialty': 'Family', 'years_practicing': 2, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 0}",1164727236
"{'LIOTHYRONINE SODIUM': 46, 'LEVOXYL': 16, 'LEVOTHYROXINE SODIUM': 320, 'SYNTHROID': 90, 'TIROSINT': 41, 'PREDNISONE': 15, 'METHIMAZOLE': 63}","{'settlement_type': 'non-urban', 'generic_rx_count': 444, 'specialty': 'Endocrinology, Diabetes & Metabolism', 'years_practicing': 4, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 147}",1497081616
"{'METHADONE HCL': 14, 'MORPHINE SULFATE': 61, 'OXYCODONE HCL': 198, 'CYMBALTA': 11, 'HYDROCODONE-ACETAMINOPHEN': 282, 'OXYCODONE-ACETAMINOPHEN': 144, 'DICLOFENAC SODIUM': 28, 'LIDOCAINE': 25, 'ZOLPIDEM TARTRATE': 18, 'CARISOPRODOL': 23, 'VOLTAREN': 20, 'MORPHINE SULFATE ER': 162, 'HYDROCODONE BIT-IBUPROFEN': 11, 'TIZANIDINE HCL': 37, 'LYRICA': 20, 'OXYCONTIN': 58, 'CYCLOBENZAPRINE HCL': 31, 'NUCYNTA ER': 21, 'FENTANYL': 226, 'GABAPENTIN': 115, 'METHOCARBAMOL': 27, 'OXYCODONE HCL-ACETAMINOPHEN': 185, 'HYDROMORPHONE HCL': 16, 'TRAMADOL HCL': 76}","{'settlement_type': 'non-urban', 'generic_rx_count': 1679, 'specialty': 'Pain Medicine', 'years_practicing': 8, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 130}",1720074487
{'OMEPRAZOLE': 12},"{'settlement_type': 'urban', 'generic_rx_count': 12, 'specialty': 'Family', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1255356317
{'SYMBICORT': 13},"{'settlement_type': 'urban', 'generic_rx_count': 0, 'specialty': 'Primary Care', 'years_practicing': 7, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 13}",1740382894
{'DIVALPROEX SODIUM': 12},"{'settlement_type': 'non-urban', 'generic_rx_count': 12, 'specialty': 'Psychiatry', 'years_practicing': 5, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1578709572
{'LOSARTAN-HYDROCHLOROTHIAZIDE': 12},"{'settlement_type': 'urban', 'generic_rx_count': 12, 'specialty': 'Acute Care', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1881813129
{'AMOXICILLIN': 66},"{'settlement_type': 'urban', 'generic_rx_count': 66, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1871684712
"{'ESTRING': 18, 'VAGIFEM': 20}","{'settlement_type': 'non-urban', 'generic_rx_count': 0, 'specialty': 'Gynecology', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 38}",1578654901
{'HYDROCODONE-ACETAMINOPHEN': 14},"{'settlement_type': 'non-urban', 'generic_rx_count': 14, 'specialty': 'Oral and Maxillofacial Surgery', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1104932854
"{'BACLOFEN': 14, 'BETASERON': 11, 'CARBAMAZEPINE': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 27, 'specialty': 'Family', 'years_practicing': 1, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 11}",1073879995
"{'ENBREL': 35, 'CELEBREX': 21, 'HUMIRA': 89, 'ULORIC': 22, 'LEUCOVORIN CALCIUM': 32, 'COLCRYS': 43, 'SULFAZINE': 19, 'OXYCODONE HCL': 14, 'CYCLOBENZAPRINE HCL': 38, 'NAPROXEN': 30, 'CYMBALTA': 39, 'HYDROXYCHLOROQUINE SULFATE': 127, 'HYDROCODONE-ACETAMINOPHEN': 52, 'OXYCODONE-ACETAMINOPHEN': 41, 'SAVELLA': 12, 'MELOXICAM': 55, 'MYCOPHENOLATE MOFETIL': 13, 'METHOTREXATE': 379, 'AMITRIPTYLINE HCL': 17, 'LEFLUNOMIDE': 47, 'LYRICA': 52, 'FOLIC ACID': 22, 'PREDNISONE': 249, 'GABAPENTIN': 36, 'ACETAMINOPHEN-CODEINE': 42, 'NIFEDIPINE ER': 13, 'OXYCODONE HCL-ACETAMINOPHEN': 12, 'ALENDRONATE SODIUM': 68, 'TRAMADOL HCL': 143, 'SULFASALAZINE': 74, 'SIMVASTATIN': 16}","{'settlement_type': 'non-urban', 'generic_rx_count': 1520, 'specialty': 'Rheumatology', 'years_practicing': 5, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 332}",1801047824
"{'FLUOXETINE HCL': 15, 'ZOLPIDEM TARTRATE ER': 11, 'LORAZEPAM': 22, 'BUPROPION XL': 11, 'PAROXETINE HCL': 18, 'AMPHETAMINE SALT COMBO': 12, 'SERTRALINE HCL': 15, 'ESCITALOPRAM OXALATE': 47, 'CYMBALTA': 15, 'VENLAFAXINE HCL ER': 16, 'LITHIUM CARBONATE': 11, 'TRAZODONE HCL': 30, 'ZOLPIDEM TARTRATE': 11, 'ABILIFY': 15, 'GALANTAMINE HBR': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 222, 'specialty': 'Psych/Mental Health', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 42}",1720036544
"{'DIAZEPAM': 18, 'SPIRIVA': 15, 'ESCITALOPRAM OXALATE': 20, 'HYDROCODONE-ACETAMINOPHEN': 40, 'HYDROCHLOROTHIAZIDE': 19, 'LOSARTAN POTASSIUM': 20, 'OXYCODONE-ACETAMINOPHEN': 15, 'PROAIR HFA': 18, 'METFORMIN HCL': 26, 'OMEPRAZOLE': 43, 'CRESTOR': 17, 'ACETAZOLAMIDE': 12, 'AMLODIPINE BESYLATE': 46, 'ATORVASTATIN CALCIUM': 38, 'PREDNISONE': 17, 'NITROFURANTOIN MONO-MACRO': 23, 'LEVOTHYROXINE SODIUM': 62, 'SYNTHROID': 22, 'FUROSEMIDE': 33, 'TRAMADOL HCL': 13, 'METOPROLOL SUCCINATE': 17, 'LISINOPRIL': 48, 'PANTOPRAZOLE SODIUM': 13, 'JANUVIA': 11, 'NEXIUM': 13, 'AMOXICILLIN': 11, 'CYMBALTA': 16, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 11, 'METOPROLOL TARTRATE': 31, 'ZOLPIDEM TARTRATE': 60, 'CARVEDILOL': 15, 'BYSTOLIC': 26, 'LEVOFLOXACIN': 16, 'IBUPROFEN': 30, 'CLOPIDOGREL': 24, 'DONEPEZIL HCL': 16, 'METFORMIN HCL ER': 12, 'METHYLPREDNISOLONE': 26, 'CIPROFLOXACIN HCL': 12, 'SIMVASTATIN': 59, 'PRAVASTATIN SODIUM': 16, 'ALPRAZOLAM': 21, 'AZITHROMYCIN': 27, 'FLUTICASONE PROPIONATE': 13, 'BENICAR': 11, 'AZELASTINE HCL': 13, 'MONTELUKAST SODIUM': 37}","{'settlement_type': 'non-urban', 'generic_rx_count': 973, 'specialty': 'Medical', 'years_practicing': 5, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 149}",1669645818
"{'AZITHROMYCIN': 25, 'HYDROCODONE-ACETAMINOPHEN': 12, 'PREDNISONE': 12}","{'settlement_type': 'urban', 'generic_rx_count': 49, 'specialty': 'Medical', 'years_practicing': 2, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1194000869
"{'CARBIDOPA-LEVODOPA': 12, 'CLONAZEPAM': 29, 'NAMENDA': 26, 'ACEBUTOLOL HCL': 11, 'WARFARIN SODIUM': 45, 'ESCITALOPRAM OXALATE': 13, 'HYDROCODONE-ACETAMINOPHEN': 84, 'POLYETHYLENE GLYCOL 3350': 14, 'LEVOTHYROXINE SODIUM': 44, 'OXYCODONE-ACETAMINOPHEN': 20, 'METFORMIN HCL': 34, 'MELOXICAM': 18, 'OMEPRAZOLE': 58, 'DIVALPROEX SODIUM': 18, 'QUETIAPINE FUMARATE': 20, 'AMLODIPINE BESYLATE': 31, 'ATENOLOL': 21, 'FENTANYL': 42, 'PANTOPRAZOLE SODIUM': 26, 'POTASSIUM CHLORIDE': 62, 'FUROSEMIDE': 46, 'TRAMADOL HCL': 22, 'LOVASTATIN': 13, 'ALPRAZOLAM': 16, 'SIMVASTATIN': 40, 'LEVETIRACETAM': 19, 'TRAZODONE HCL': 16, 'NITROFURANTOIN MONO-MACRO': 12, 'METOPROLOL TARTRATE': 43, 'MIRTAZAPINE': 49, 'ATORVASTATIN CALCIUM': 11, 'TAMSULOSIN HCL': 12, 'CITALOPRAM HBR': 75, 'KLOR-CON M20': 11, 'ZOLPIDEM TARTRATE': 15, 'CARVEDILOL': 17, 'PRAMIPEXOLE DIHYDROCHLORIDE': 18, 'IBUPROFEN': 22, 'LORAZEPAM': 57, 'CLOPIDOGREL': 12, 'RISPERIDONE': 15, 'DONEPEZIL HCL': 119, 'SERTRALINE HCL': 94, 'TAMIFLU': 15, 'LISINOPRIL': 55, 'LYRICA': 24}","{'settlement_type': 'non-urban', 'generic_rx_count': 1400, 'specialty': 'Gerontology', 'years_practicing': 4, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 76}",1285876284
"{'NIFEDIPINE ER': 14, 'DILTIAZEM 24HR ER': 49, 'ENALAPRIL MALEATE': 61, 'HYDRALAZINE HCL': 65, 'JANTOVEN': 33, 'WARFARIN SODIUM': 43, 'HYDROCHLOROTHIAZIDE': 40, 'TERAZOSIN HCL': 11, 'DILTIAZEM ER': 50, 'DIOVAN': 42, 'METOPROLOL TARTRATE': 197, 'AMLODIPINE BESYLATE': 110, 'ATORVASTATIN CALCIUM': 70, 'LOSARTAN POTASSIUM': 63, 'PROPAFENONE HCL': 17, 'LABETALOL HCL': 20, 'DILTIAZEM 24HR CD': 11, 'RAMIPRIL': 25, 'TRIAMTERENE-HCTZ': 12, 'FUROSEMIDE': 104, 'CLONIDINE HCL': 32, 'METOPROLOL SUCCINATE': 37, 'SPIRONOLACTONE': 82, 'NITROSTAT': 20, 'LISINOPRIL': 92, 'SIMVASTATIN': 77, 'EFFIENT': 19, 'NEXIUM': 20, 'XARELTO': 25, 'SOTALOL': 34, 'CARTIA XT': 45, 'VIAGRA': 17, 'COUMADIN': 12, 'CRESTOR': 18, 'BUMETANIDE': 22, 'BYSTOLIC': 13, 'ISOSORBIDE MONONITRATE ER': 80, 'AMIODARONE HCL': 43, 'CLOPIDOGREL': 121, 'DIGOX': 101, 'ATENOLOL': 37, 'DIGOXIN': 22, 'QUINAPRIL HCL': 25, 'CARVEDILOL': 169}","{'settlement_type': 'non-urban', 'generic_rx_count': 1835, 'specialty': 'Cardiovascular Disease', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 365}",1841289683
{'AMOXICILLIN': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 11, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 0}",1932259132
"{'CLINDAMYCIN PHOSPHATE': 30, 'TRIAMCINOLONE ACETONIDE': 17, 'DESONIDE': 24, 'FLUOCINONIDE': 31, 'CLOBETASOL PROPIONATE': 41, 'DOXYCYCLINE HYCLATE': 19, 'METRONIDAZOLE': 11, 'RETIN-A': 19, 'IMIQUIMOD': 15, 'VECTICAL': 15}","{'settlement_type': 'urban', 'generic_rx_count': 188, 'specialty': 'Family', 'years_practicing': 7, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 34}",1821188103
"{'CARBIDOPA-LEVODOPA': 53, 'DIVALPROEX SODIUM': 16, 'GILENYA': 20, 'NAMENDA': 23, 'DONEPEZIL HCL': 15, 'LEVETIRACETAM': 29, 'CARBAMAZEPINE': 21, 'GABAPENTIN': 30, 'NORTRIPTYLINE HCL': 14, 'LAMOTRIGINE': 39, 'COPAXONE': 40, 'CARBIDOPA-LEVODOPA ER': 32, 'TOPIRAMATE': 14}","{'settlement_type': 'urban', 'generic_rx_count': 263, 'specialty': 'Neurology', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 83}",1366405490
"{'AMOXICILLIN': 13, 'HYDROCODONE-ACETAMINOPHEN': 29, 'CLINDAMYCIN HCL': 34, 'PENICILLIN V POTASSIUM': 42}","{'settlement_type': 'non-urban', 'generic_rx_count': 118, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1043244619
"{'AMOXICILLIN': 23, 'CHLORHEXIDINE GLUCONATE': 21}","{'settlement_type': 'urban', 'generic_rx_count': 44, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1881803302
"{'HYDROXYZINE PAMOATE': 38, 'RISPERIDONE': 154, 'FLUOXETINE HCL': 33, 'TRIFLUOPERAZINE HCL': 12, 'CLONAZEPAM': 42, 'TRIHEXYPHENIDYL HCL': 24, 'PERPHENAZINE': 12, 'LOXAPINE': 28, 'PAROXETINE HCL': 13, 'AMPHETAMINE SALT COMBO': 13, 'GABAPENTIN': 13, 'MIRTAZAPINE': 40, 'ESCITALOPRAM OXALATE': 14, 'FLUPHENAZINE HCL': 35, 'RISPERDAL CONSTA': 42, 'HALOPERIDOL DECANOATE': 81, 'BENZTROPINE MESYLATE': 149, 'CITALOPRAM HBR': 18, 'TRAZODONE HCL': 41, 'ZOLPIDEM TARTRATE': 13, 'DIVALPROEX SODIUM ER': 159, 'SAPHRIS': 26, 'CLOZAPINE': 129, 'LORAZEPAM': 46, 'QUETIAPINE FUMARATE': 104, 'OLANZAPINE': 62, 'BUPROPION HCL SR': 44, 'SERTRALINE HCL': 35, 'HALOPERIDOL': 86, 'VENLAFAXINE HCL ER': 39, 'LITHIUM CARBONATE': 66, 'LAMOTRIGINE': 16, 'INVEGA SUSTENNA': 13, 'ABILIFY': 41}","{'settlement_type': 'non-urban', 'generic_rx_count': 1546, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 135}",1346371622
"{'ENBREL': 48, 'LEFLUNOMIDE': 108, 'CELEBREX': 49, 'ULORIC': 31, 'COLCRYS': 62, 'HYDROXYCHLOROQUINE SULFATE': 247, 'NAPROXEN': 24, 'LIDODERM': 38, 'ATELVIA': 29, 'ETODOLAC': 70, 'DICLOFENAC SODIUM': 34, 'BD ULTRA-FINE PEN NEEDLE': 20, 'EVISTA': 13, 'VOLTAREN': 19, 'ACTONEL': 63, 'NABUMETONE': 15, 'ALLOPURINOL': 119, 'IBUPROFEN': 11, 'FORTEO': 70, 'METHOTREXATE': 426, 'CYCLOBENZAPRINE HCL': 16, 'PREDNISONE': 450, 'GABAPENTIN': 369, 'IBANDRONATE SODIUM': 98, 'MELOXICAM': 136, 'NIFEDIPINE ER': 14, 'PROBENECID': 39, 'POTASSIUM CHLORIDE': 11, 'ALENDRONATE SODIUM': 139, 'TRAMADOL HCL': 89, 'SULFASALAZINE': 32, 'CALCITONIN-SALMON': 84, 'PILOCARPINE HCL': 26}","{'settlement_type': 'non-urban', 'generic_rx_count': 2557, 'specialty': 'Rheumatology', 'years_practicing': 8, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 442}",1326048190
"{'ENBREL': 28, 'CELEBREX': 45, 'IBUPROFEN': 12, 'ACETAMINOPHEN-CODEINE': 21, 'PAROXETINE HCL': 15, 'OXAPROZIN': 15, 'CARBIDOPA-LEVODOPA': 11, 'TAMSULOSIN HCL': 12, 'HYDROCHLOROTHIAZIDE': 14, 'LOSARTAN POTASSIUM': 15, 'HYDROCODONE-ACETAMINOPHEN': 95, 'ROPINIROLE HCL': 13, 'ZOLPIDEM TARTRATE': 21, 'METHOTREXATE': 51, 'METOPROLOL SUCCINATE': 16, 'VOLTAREN': 25, 'SERTRALINE HCL': 21, 'OMEPRAZOLE': 25, 'ALLOPURINOL': 21, 'AMIODARONE HCL': 13, 'AMITRIPTYLINE HCL': 16, 'AMLODIPINE BESYLATE': 20, 'OXYCONTIN': 20, 'HYDROXYCHLOROQUINE SULFATE': 58, 'PREDNISONE': 52, 'FENTANYL': 12, 'GABAPENTIN': 46, 'ATENOLOL': 14, 'PRAVASTATIN SODIUM': 12, 'VENLAFAXINE HCL ER': 13, 'LEVOTHYROXINE SODIUM': 67, 'SYNTHROID': 17, 'FUROSEMIDE': 20, 'ALENDRONATE SODIUM': 29, 'TRAMADOL HCL': 13, 'LISINOPRIL': 16}","{'settlement_type': 'non-urban', 'generic_rx_count': 779, 'specialty': 'Rheumatology', 'years_practicing': 7, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 135}",1265518054
{'AMOXICILLIN': 42},"{'settlement_type': 'non-urban', 'generic_rx_count': 42, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1184718629
{'AMOXICILLIN': 12},"{'settlement_type': 'urban', 'generic_rx_count': 12, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1194745109
"{'METOPROLOL SUCCINATE': 14, 'WARFARIN SODIUM': 11}","{'settlement_type': 'urban', 'generic_rx_count': 25, 'specialty': 'Cardiovascular Disease', 'years_practicing': 6, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 0}",1760682512
"{'RISPERIDONE': 449, 'TRIFLUOPERAZINE HCL': 25, 'ZOLPIDEM TARTRATE ER': 15, 'TRIHEXYPHENIDYL HCL': 25, 'DIAZEPAM': 23, 'LATUDA': 78, 'NAMENDA': 35, 'GABAPENTIN': 15, 'ESCITALOPRAM OXALATE': 294, 'OLANZAPINE ODT': 43, 'ZIPRASIDONE HCL': 56, 'ALPRAZOLAM': 98, 'CARBAMAZEPINE': 29, 'CLONAZEPAM': 158, 'IMIPRAMINE HCL': 24, 'INVEGA': 35, 'CLOZAPINE': 53, 'AMITRIPTYLINE HCL': 18, 'QUETIAPINE FUMARATE': 460, 'TRILEPTAL': 12, 'BUPROPION HCL SR': 18, 'VIIBRYD': 16, 'CLOZARIL': 11, 'NORTRIPTYLINE HCL': 62, 'LITHIUM CARBONATE': 56, 'VENLAFAXINE HCL': 24, 'EFFEXOR XR': 32, 'ABILIFY': 67, 'FLUVOXAMINE MALEATE': 13, 'PROPRANOLOL HCL': 36, 'BUSPIRONE HCL': 140, 'HYDROXYZINE PAMOATE': 15, 'DIVALPROEX SODIUM': 106, 'DISULFIRAM': 12, 'SEROQUEL XR': 11, 'LOXAPINE': 44, 'PAROXETINE HCL': 78, 'DEXTROAMPHETAMINE-AMPHETAMINE': 21, 'MIRTAZAPINE': 193, 'METHYLPHENIDATE HCL': 51, 'CHLORPROMAZINE HCL': 12, 'THIOTHIXENE': 30, 'CYMBALTA': 145, 'RISPERDAL CONSTA': 25, 'PRAZOSIN HCL': 36, 'FLUOXETINE HCL': 69, 'BENZTROPINE MESYLATE': 266, 'CITALOPRAM HBR': 284, 'TRAZODONE HCL': 123, 'ZOLPIDEM TARTRATE': 155, 'DIVALPROEX SODIUM ER': 100, 'AMPHETAMINE SALT COMBO': 29, 'DOXEPIN HCL': 12, 'LUNESTA': 15, 'TEMAZEPAM': 163, 'SEROQUEL': 23, 'LORAZEPAM': 338, 'OXCARBAZEPINE': 141, 'DONEPEZIL HCL': 18, 'CLOMIPRAMINE HCL': 13, 'BUPROPION XL': 56, 'HALOPERIDOL': 46, 'VENLAFAXINE HCL ER': 291, 'THIORIDAZINE HCL': 37, 'OLANZAPINE': 356, 'STRATTERA': 12, 'LAMOTRIGINE': 74, 'INVEGA SUSTENNA': 22, 'SERTRALINE HCL': 131, 'TOPIRAMATE': 17}","{'settlement_type': 'urban', 'generic_rx_count': 5422, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 568}",1306948161
"{'FINASTERIDE': 12, 'HYDROCHLOROTHIAZIDE': 14, 'SIMVASTATIN': 18, 'TERAZOSIN HCL': 12, 'METOPROLOL TARTRATE': 16}","{'settlement_type': 'non-urban', 'generic_rx_count': 72, 'specialty': 'Primary Care', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 0}",1417991464
"{'AMOXICILLIN': 25, 'HYDROCODONE-ACETAMINOPHEN': 17}","{'settlement_type': 'urban', 'generic_rx_count': 42, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1750333159
